Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
Primary,"The role of an antibody to detect and bind a specific antigen in a sample (cell, tissue, protein blot).",,,FALSE,,Antibody Role,,,,,BAO:0002643,http://www.bioassayontology.org/bao#BAO_0002643,,
Secondary,"The role of an antibody to detect and bind a primary antibody in a sample (cell, tissue, protein blot).",,,FALSE,,Antibody Role,,,,,BAO:0002644,http://www.bioassayontology.org/bao#BAO_0002644,,
