dataUseModifiers,accessRequirementId,activatedByAttribute,activationValue,grantNumber,dataType,entityIdList
"RTN, NPUNCU",9606628,,,"CA261841",,"syn64713260, syn64713261, syn64713336, syn64780964, syn64779989, syn64713344, syn64713343"
