Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
H&E,Hematoxylin-and-eosin staining: a routine staining procedure of tissue sections using two dyes to stain the nucleus and the cytoplasm/connective tissue separately.,,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C23011,http://purl.obolibrary.org/obo/NCIT_C23011,C23011,
IHC,"Immunohistochemical staining that visualizes antigens via sequential application of a primary antibody, a secondary antibody, and a chromogenic enzyme complex.",,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C23020,http://purl.obolibrary.org/obo/NCIT_C23020,C23020,
In situ hybridization,Use of a DNA or RNA probe to detect the presence of complementary sequences in chromosomes, cells, or tissues.,,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C17562,http://purl.obolibrary.org/obo/NCIT_C17562,C17562,
mIHC,A method that enables simultaneous detection of multiple biomarkers on a single tissue section using immunohistochemistry techniques.,,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C181927,http://purl.obolibrary.org/obo/NCIT_C181927,C181927,
Other,Different than the one(s) previously specified or mentioned.,,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C17649,http://purl.obolibrary.org/obo/NCIT_C17649,C17649,
Wright-Giemsa,A polychromatic stain that permits differentiation of cells present in hematopoietic tissues and demonstration of certain microorganisms.,,,FALSE,,Biospecimen Stain,,CRDC_CDE:8120269,,,NCIT:C23041,http://purl.obolibrary.org/obo/NCIT_C23041,C23041,
