type	 image.study_link_id	NonDICOMpathologyImages_id	acquisition_method_type	tumor_tissue_type	tissue_fixative	embedding_medium	staining_method	objective	nominal_magnification	immersion	lens_numerical_aperture
NonDICOMpathologyImages
