Component,ImagingLevel3Segments_id,Filename,ImagingLevel2 Key,ImagingLevel3Image Key,Image Segmentation Data Type,Image Parameter file,Software and Version,Image Object Class,Image Object Class Description,Image Number of Objects
ImagingLevel3Segments,,,,,,,,,,
