Component,NanoStringGeoMxDSPLevel1_id,NanoStringGeoMxAuxiliaryFiles Key,NanoStringGeoMXROISegmentAnnotation Key,Filename,GeoMx DSP Assay Type,NGS Target Sequencing Depth,NGS Read Length,NGS Sequencing Platform,NGS Library Selection Method,NGS Library Preparation Kit Name,NGS Library Preparation Kit Vendor,NGS Library Preparation Kit Version
NanoStringGeoMxDSPLevel1,,,,,,,,,,,,
