Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
DNA Sequencing,"The determination of the sequence of purines and pyrimidines in deoxyribonucleic acid (DNA).",,,FALSE,,File Assay Category,,,,,NCIT:C153598,http://purl.obolibrary.org/obo/NCIT_C153598,C153598,
Immunofluorescence,A microscopy staining method that utilizes immunofluorescent markers for use with histological applications of preserved cells.,,,FALSE,,File Assay Category,,,,,NCIT:C142337,http://purl.obolibrary.org/obo/NCIT_C142337,C142337,
LC-MS/MS,An analytical technique wherein liquid chromatography is coupled to tandem mass spectrometry in order to separate, identify, and quantify substances in a sample.,,,FALSE,,File Assay Category,,,,,NCIT:C122168,http://purl.obolibrary.org/obo/NCIT_C122168,C122168,
Methylation Analysis,An analysis of DNA or protein to detect the presence and/or location of methyl groups.,,,FALSE,,File Assay Category,,,,,NCIT:C190764,http://purl.obolibrary.org/obo/NCIT_C190764,C190764,
Multigene Expression Assay,An assay that can simultaneously analyze the expression of multiple genes or genetic loci of interest.,,,FALSE,,File Assay Category,,,,,NCIT:C210244,http://purl.obolibrary.org/obo/NCIT_C210244,C210244,
Pathology,"The medical science, and specialty practice, concerned with all aspects of disease, with special reference to the essential nature, causes, and development of abnormal conditions.",,,FALSE,,File Assay Category,,,,,NCIT:C18189,http://purl.obolibrary.org/obo/NCIT_C18189,C18189,
Quantitative Immunofluorescence,Immunofluorescence techniques that allow for objective, continuous-scale measurement of a target molecule.,,,FALSE,,File Assay Category,,,,,NCIT:C221816,http://purl.obolibrary.org/obo/NCIT_C221816,C221816,
Radiology,The branch of medical science dealing with the medical use of X-rays or other penetrating radiation.,,,FALSE,,File Assay Category,,,,,NCIT:C17059,http://purl.obolibrary.org/obo/NCIT_C17059,C17059,
RNA Sequencing,"A procedure that can determine the RNA sequences for all or part of the poly-A tail-containing messenger RNA transcripts in an individual.",,,FALSE,,File Assay Category,,,,,NCIT:C124261,http://purl.obolibrary.org/obo/NCIT_C124261,C124261,
