Component,VisiumRNALevel1_id,Filename,Run ID,File Format,Biospecimen Key,File Alias,Read Indicator,Spatial Read1,Spatial Read2,Spatial Library Construction Method,Library Preparation Days from Index,Sequencing Library Construction Days from Index,End Bias,Reverse Transcription Primer,Sequencing Platform,Capture Area,Protocol Link,Slide Version,Slide ID,Image Re-orientation,Permeabilization Time,RIN,DV200
10xVisiumSpatialTranscriptomics-RNA-seqLevel1,,,,,,,,,,,,,,,,,,,,,,,
