Component,VisiumRNALevel2_id,Filename,File Format,Checksum,VisiumRNALevel1 Key,File Alias,UMI Tag,Whitelist Spatial Barcode File Link,Spatial Barcode Tag,Applied Hard Trimming,Workflow Version,Workflow Link,Genomic Reference,Genomic Reference URL,Genome Annotation URL,Biospecimen Key,Run ID,Capture Area
10xVisiumSpatialTranscriptomics-RNA-seqLevel2,,,,,,,,,,,,,,,,,,
