Component,NanoStringGeoMxDSPLevel2_id,Filename,NanoStringGeoMxDSPLevel1 Key,NanoStringGeoMxAuxiliaryFiles Key,NanoStringGeoMXROISegmentAnnotation Key,Biospecimen Key,Study Key,DatasetView Key,File Alias,File Description,File Design,File Level,File Assay,File Species,File Url,File Format,File Data Use Codes,File Longitudinal Group,File Longitudinal Event Type,File Longitudinal Sequence Identifier,File Longitudinal Time Elapsed Unit,File Longitudinal Total Time Elapsed,GeoMx DSP Assay Type,NGS Library Strategy,NGS Library Source Material,NGS Library Source Molecule,NGS Library Selection Method,NGS Library Layout,NGS Sequencing Platform,NGS Sequencing Design Description,NGS Raw Reads,NGS Stitched Reads,NGS Aligned Reads,NGS Deduplicated Reads,NGS Trimmed Reads,NGS MapQ30,NGS Unique Bases,NGS Read Length,NGS Sequencing Coverage,Genomic Reference,Software and Version
NanoStringGeoMxDSPLevel2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
