Component,Study_id,GrantView Key,ProjectView Key,Study dbGaP Accession Id,Study Name,Study Description,Study Investigator,PersonView Key,Study Number of Participants,Study Number of Samples,Study Deidentification Method Type,Study Deidentification Method Description,Study Deidentification Method Software,Study Index Date,Study Project Identifier,Study Data Use Codes
Study,,,,,,,,,,,,,,,,
