Component,ImagingLevel3Segments_id,Filename,ImagingLevel2 Key,ImagingLevel3Image Key,Biospecimen Key,Study Key,DatasetView Key,File Alias,File Description,File Design,File Level,File Assay,File Species,File Url,File Format,File Data Use Codes,File Longitudinal Group,File Longitudinal Event Type,File Longitudinal Sequence Identifier,File Longitudinal Time Elapsed Unit,File Longitudinal Total Time Elapsed,Image Segmentation Data Type,Image Parameter file,Software and Version,Image Object Class,Image Object Class Description,Image Number of Objects
ImagingLevel3Segments,,,,,,,,,,,,,,,,,,,,,,,,,,,
