Component,EducationalResource_id,GrantView Key,Study Key,DatasetView Key,PublicationView Key,ToolView Key,Resource Title,Resource Link,Resource Doi,Resource Topic,Resource Activity Type,Resource Primary Format,Resource Intended Use,Resource Primary Audience,Resource Educational Level,Resource Description,Resource Origin Institution,Resource Language,Resource Contributors,Resource Secondary Topic,Resource License,Resource Use Requirements,Resource Alias,Resource Internal Identifier,Resource Media Accessibility,Resource Access Hazard,Resource Dataset Alias,Resource Tool Link
EducationalResource,,,,,,,,,,,,,,,,,,,,,,,,,,,,
