Component,ImagingLevel1_id,Filename,Biospecimen Key,Study Key,DatasetView Key,File Alias,File Description,File Design,File Level,File Assay,File Species,File Url,File Format,File Data Use Codes,File Longitudinal Group,File Longitudinal Event Type,File Longitudinal Sequence Identifier,File Longitudinal Time Elapsed Unit,File Longitudinal Total Time Elapsed,Image Assay Type,Image Protocol Link,Image Platform Model,Image Platform Manufacturer,Image Software,ImagingChannel Key
ImagingLevel1,,,,,,,,,,,,,,,,,,,,,,,,,
