Component,10xVisiumRNALevel2_id,Filename,10xVisiumRNALevel1 Key,Biospecimen Key,Study Key,DatasetView Key,File Alias,File Description,File Design,File Level,File Assay,File Species,File Url,File Format,File Data Use Codes,File Longitudinal Group,File Longitudinal Event Type,File Longitudinal Sequence Identifier,File Longitudinal Time Elapsed Unit,File Longitudinal Total Time Elapsed,Visium UMI Tag,Visium Whitelist Spatial Barcode File Link,Visium Spatial Barcode Tag,Visium Applied Hard Trimming,Workflow Version,Workflow Link,Genomic Reference,Genomic Reference URL,Genome Annotation URL,Visium Run ID,Visium Capture Area
VisiumRNALevel2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
