Component,ImagingLevel4_id,Filename,ImagingLevel2 Key,ImagingLevel3Image Key,ImagingLevel3Segments Key,Biospecimen Key,Study Key,DatasetView Key,File Alias,File Description,File Design,File Level,File Assay,File Species,File Url,File Format,File Data Use Codes,File Longitudinal Group,File Longitudinal Event Type,File Longitudinal Sequence Identifier,File Longitudinal Time Elapsed Unit,File Longitudinal Total Time Elapsed,Image Parameter file,Image Software,Image Number of Objects,Image Number of Features,Image Object Class,Image Summary Statistic
ImagingLevel4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
